ID_Ticket,Fecha,Dia_Semana,Hora_Dia,Monto_Total,Cantidad_Items,Para_Llevar,Tiempo_Permanencia_Min,Metodo_Pago
T0423,2026-06-26,5,16,11.6,1,0,,Plin
T0424,2026-06-26,5,16,10.1,1,1,4.0,Efectivo
T0425,2026-06-26,5,17,15.3,2,0,30.0,Plin
T0426,2026-06-26,5,19,55.5,9,0,77.0,Plin
T0427,2026-06-26,5,20,67.0,5,0,86.0,Tarjeta
T0428,2026-06-26,5,20,101.5,5,0,65.0,Efectivo
T0429,2026-06-26,5,20,76.5,5,0,70.0,Efectivo
T0430,2026-06-26,5,21,53.9,5,0,81.0,
T0431,2026-06-26,5,21,97.3,8,0,68.0,Yape
T0432,2026-06-26,5,21,108.0,9,0,88.0,Tarjeta
T0433,2026-06-26,5,21,68.5,6,0,52.0,Tarjeta
T0434,2026-06-26,5,22,92.0,5,0,81.0,Yape
T0435,2026-06-26,5,22,85.9,4,0,102.0,Yape
T0436,2026-06-26,5,22,99.4,9,0,72.0,Efectivo
T0437,2026-06-27,6,9,18.6,3,0,29.0,Tarjeta
T0438,2026-06-27,6,12,41.6,3,0,36.0,Yape
T0439,2026-06-27,6,13,35.8,2,0,49.0,Tarjeta
T0440,2026-06-27,6,13,34.3,4,1,5.0,Efectivo
T0441,2026-06-27,6,13,52.0,4,0,30.0,Yape
T0442,2026-06-27,6,14,40.0,3,1,5.0,Yape
T0443,2026-06-27,6,15,10.3,1,0,5.0,Efectivo
T0444,2026-06-27,6,15,15.0,1,1,4.0,Tarjeta
T0445,2026-06-27,6,15,15.1,2,0,26.0,Yape
T0446,2026-06-27,6,16,12.6,2,0,28.0,Plin
T0447,2026-06-27,6,17,10.1,2,0,,Efectivo
T0448,2026-06-27,6,17,6.4,2,1,5.0,Efectivo
T0449,2026-06-27,6,18,8.7,1,0,22.0,Tarjeta
T0450,2026-06-27,6,18,6.6,2,0,23.0,Efectivo
T0451,2026-06-27,6,18,9.4,2,1,5.0,Efectivo
T0452,2026-06-27,6,19,439.9,30,1,68.0,Tarjeta
T0453,2026-06-27,6,20,8.4,2,0,17.0,Plin
T0454,2026-06-27,6,20,87.4,4,0,43.0,Efectivo
T0455,2026-06-27,6,20,77.8,8,0,72.0,Efectivo
T0456,2026-06-27,6,20,80.5,4,0,64.0,Efectivo
T0457,2026-06-27,6,22,95.1,8,0,43.0,Tarjeta
T0458,2026-06-27,6,22,95.8,4,0,91.0,Yape
T0459,2026-06-28,7,8,16.1,3,0,13.0,Yape
T0460,2026-06-28,7,8,15.5,1,1,4.0,Tarjeta
T0461,2026-06-28,7,9,13.3,2,0,19.0,Efectivo
T0462,2026-06-28,7,13,29.2,3,0,41.0,Efectivo
T0463,2026-06-28,7,13,40.6,3,0,46.0,Yape
T0464,2026-06-28,7,16,14.0,2,1,3.0,Efectivo
T0465,2026-06-28,7,16,5.9,2,0,24.0,Yape
T0466,2026-06-28,7,17,11.6,2,0,19.0,Efectivo
T0467,2026-06-28,7,17,6.3,1,0,35.0,Yape
T0468,2026-06-28,7,18,10.7,2,0,22.0,Plin
T0469,2026-06-28,7,18,9.1,2,0,,Efectivo
T0470,2026-06-28,7,19,110.4,4,0,68.0,Plin
T0471,2026-06-28,7,19,85.2,6,1,7.0,Efectivo
T0472,2026-06-28,7,20,104.4,7,0,83.0,Yape
T0473,2026-06-28,7,21,59.4,4,0,91.0,Plin
T0474,2026-06-29,1,8,10.7,3,0,17.0,Yape
T0475,2026-06-29,1,8,19.6,3,0,25.0,Plin
T0475,2026-06-29,1,8,19.6,3,0,25.0,Plin
T0476,2026-06-29,1,8,18.9,1,0,28.0,Yape
T0477,2026-06-29,1,9,17.4,3,1,3.0,Efectivo
T0478,2026-06-29,1,9,20.2,2,0,24.0,Efectivo
T0479,2026-06-29,1,9,19.8,2,0,23.0,Efectivo
T0480,2026-06-29,1,9,21.8,1,0,23.0,Efectivo
T0481,2026-06-29,1,9,15.0,3,1,3.0,Yape
T0482,2026-06-29,1,9,17.9,2,1,4.0,Efectivo
T0483,2026-06-29,1,10,15.0,2,0,27.0,Plin
T0484,2026-06-29,1,12,40.3,3,1,,Yape
T0485,2026-06-29,1,13,30.4,4,0,40.0,Plin
T0486,2026-06-29,1,13,516.3,24,1,115.0,Tarjeta
T0487,2026-06-29,1,14,37.7,4,0,25.0,Efectivo
T0488,2026-06-29,1,15,11.8,2,0,38.0,Yape
T0489,2026-06-29,1,15,5.1,2,0,32.0,Yape
T0490,2026-06-29,1,16,16.4,2,0,,Tarjeta
T0491,2026-06-29,1,17,6.5,1,0,18.0,Efectivo
T0492,2026-06-29,1,17,8.8,2,0,39.0,Yape
T0493,2026-06-29,1,18,8.3,2,0,37.0,Efectivo
T0494,2026-06-30,2,8,12.9,2,0,28.0,Tarjeta
T0495,2026-06-30,2,8,12.7,2,0,15.0,Yape
T0496,2026-06-30,2,8,19.4,3,0,26.0,Efectivo
T0497,2026-06-30,2,9,13.9,2,0,15.0,Efectivo
T0498,2026-06-30,2,9,18.6,2,1,5.0,Efectivo
T0499,2026-06-30,2,10,38.5,2,1,8.0,Yape
T0500,2026-06-30,2,10,14.7,2,1,4.0,Efectivo
T0501,2026-06-30,2,12,28.2,3,0,38.0,Tarjeta
T0502,2026-06-30,2,14,34.5,4,0,41.0,Plin
T0503,2026-06-30,2,14,38.1,4,0,43.0,Efectivo
T0504,2026-06-30,2,15,11.8,1,0,26.0,Efectivo
T0505,2026-06-30,2,15,11.0,2,0,36.0,Efectivo
T0506,2026-06-30,2,16,7.8,2,0,18.0,Yape
T0507,2026-06-30,2,17,5.0,2,0,16.0,Yape
T0508,2026-06-30,2,21,66.8,8,0,86.0,Efectivo
T0509,2026-07-01,3,8,17.3,3,1,3.0,Plin
T0510,2026-07-01,3,9,17.1,1,1,2.0,Efectivo
T0511,2026-07-01,3,10,17.0,1,1,6.0,Efectivo
T0512,2026-07-01,3,12,30.7,2,1,5.0,Efectivo
T0513,2026-07-01,3,12,38.8,4,0,44.0,Plin
T0514,2026-07-01,3,12,32.3,4,0,44.0,Efectivo
T0515,2026-07-01,3,4,36.8,2,1,8.0,Tarjeta
T0516,2026-07-01,3,14,42.6,3,0,48.0,Yape
T0517,2026-07-01,3,14,30.5,3,0,41.0,Efectivo
T0518,2026-07-01,3,15,8.0,2,1,6.0,Efectivo
T0519,2026-07-01,3,16,13.4,1,0,16.0,Efectivo
T0520,2026-07-01,3,16,12.5,2,0,30.0,Plin
T0521,2026-07-01,3,17,13.7,1,0,19.0,Yape
T0522,2026-07-01,3,18,12.6,1,0,20.0,Tarjeta
T0523,2026-07-01,3,20,14.7,2,1,6.0,Tarjeta
T0524,2026-07-01,3,20,59.2,9,0,80.0,Yape
T0525,2026-07-01,3,20,68.8,6,0,80.0,Efectivo
T0526,2026-07-02,4,7,15.9,2,0,26.0,Plin
T0527,2026-07-02,4,7,23.0,1,1,4.0,Plin
T0528,2026-07-02,4,8,18.5,3,0,23.0,Efectivo
T0529,2026-07-02,4,8,13.6,2,0,20.0,Tarjeta
T0530,2026-07-02,4,9,14.4,2,1,4.0,Yape
T0531,2026-07-02,4,10,15.7,1,1,6.0,Plin
T0531,2026-07-02,4,10,15.7,1,1,6.0,Plin
T0532,2026-07-02,4,12,35.0,3,1,9.0,Efectivo
T0533,2026-07-02,4,12,31.0,2,0,38.0,Tarjeta
T0534,2026-07-02,4,12,34.7,4,1,8.0,Tarjeta
T0535,2026-07-02,4,13,35.2,3,0,56.0,Efectivo
T0536,2026-07-02,4,14,40.1,3,0,36.0,Plin
T0537,2026-07-02,4,14,39.1,2,0,41.0,Efectivo
T0538,2026-07-02,4,15,7.2,2,0,52.0,Efectivo
T0539,2026-07-02,4,15,8.9,2,0,29.0,Efectivo
T0540,2026-07-02,4,17,9.1,2,0,33.0,Efectivo
T0541,2026-07-02,4,19,82.4,7,0,50.0,Yape
T0542,2026-07-03,5,7,13.0,1,1,4.0,Efectivo
T0543,2026-07-03,5,7,16.4,2,0,22.0,Yape
T0544,2026-07-03,5,7,19.4,3,0,10.0,Yape
T0545,2026-07-03,5,7,20.3,1,0,22.0,Yape
T0546,2026-07-03,5,8,17.5,3,0,17.0,Efectivo
T0547,2026-07-03,5,8,12.2,3,0,18.0,Tarjeta
T0548,2026-07-03,5,9,15.7,3,1,3.0,Efectivo
T0549,2026-07-03,5,9,13.4,1,0,15.0,Yape
T0550,2026-07-03,5,9,13.2,3,1,4.0,Tarjeta
T0551,2026-07-03,5,9,14.1,2,1,6.0,Efectivo
T0552,2026-07-03,5,12,48.1,3,0,62.0,Tarjeta
T0553,2026-07-03,5,12,29.1,2,0,45.0,Yape
T0554,2026-07-03,5,12,45.2,4,0,48.0,Efectivo
T0555,2026-07-03,5,13,33.8,3,1,3.0,Plin
T0556,2026-07-03,5,13,31.8,4,0,33.0,Yape
T0557,2026-07-03,5,14,29.9,2,0,43.0,Tarjeta
T0558,2026-07-03,5,15,7.0,2,0,13.0,Efectivo
T0559,2026-07-03,5,16,10.0,1,1,4.0,Efectivo
T0560,2026-07-03,5,16,13.0,1,0,33.0,Efectivo
T0561,2026-07-03,5,18,7.3,2,0,31.0,Efectivo
T0562,2026-07-03,5,20,113.3,4,1,5.0,Yape
T0563,2026-07-03,5,20,65.6,5,0,96.0,Efectivo
T0564,2026-07-03,5,21,105.7,9,0,50.0,Efectivo
T0565,2026-07-03,5,21,68.3,5,0,,Efectivo
T0566,2026-07-03,5,22,74.8,7,0,108.0,Yape
T0567,2026-07-04,6,8,14.5,3,0,23.0,Efectivo
T0568,2026-07-04,6,8,13.7,2,0,20.0,Efectivo
T0569,2026-07-04,6,10,11.2,3,1,3.0,Efectivo
T0570,2026-07-04,6,13,38.9,2,1,5.0,
T0571,2026-07-04,6,14,29.7,2,1,6.0,Efectivo
T0572,2026-07-04,6,14,28.1,3,1,7.0,Plin
T0573,2026-07-04,6,15,11.4,2,0,29.0,Yape
T0574,2026-07-04,6,15,13.5,2,0,34.0,Plin
T0575,2026-07-04,6,16,16.6,2,0,19.0,Plin
T0576,2026-07-04,6,16,14.0,2,1,7.0,Efectivo
T0577,2026-07-04,6,17,5.0,1,0,36.0,Efectivo
T0578,2026-07-04,6,17,13.3,2,1,5.0,Efectivo
T0579,2026-07-04,6,18,20.0,2,1,5.0,Efectivo
T0580,2026-07-04,6,18,10.7,1,0,36.0,Efectivo
T0581,2026-07-04,6,18,13.9,2,0,28.0,Tarjeta
T0582,2026-07-04,6,20,124.1,8,0,60.0,Tarjeta
T0583,2026-07-04,6,20,96.8,7,0,70.0,Efectivo
T0584,2026-07-04,6,20,86.4,4,0,75.0,Tarjeta
T0585,2026-07-04,6,20,109.9,6,0,77.0,Efectivo
T0586,2026-07-04,6,20,76.6,8,0,89.0,Tarjeta
T0587,2026-07-04,6,21,78.9,4,0,62.0,Efectivo
T0588,2026-07-04,6,22,150.0,8,0,80.0,Tarjeta
T0589,2026-07-04,6,22,120.0,6,0,88.0,Yape
T0590,2026-07-05,7,16,12.3,2,1,3.0,Plin
T0591,2026-07-05,7,17,7.0,1,0,22.0,Efectivo
T0592,2026-07-05,7,17,16.1,1,0,49.0,Plin
T0593,2026-07-05,7,18,10.5,1,0,48.0,Efectivo
T0594,2026-07-05,7,18,10.4,1,0,30.0,Efectivo
T0595,2026-07-05,7,19,85.5,7,0,91.0,Tarjeta
T0596,2026-07-05,7,20,71.3,7,0,57.0,Yape
T0597,2026-07-05,7,20,78.7,7,0,71.0,Tarjeta
T0598,2026-07-05,7,20,69.3,4,0,110.0,Efectivo
T0599,2026-07-05,7,21,113.1,8,0,54.0,Efectivo
T0600,2026-07-06,1,8,15.2,3,0,9.0,Yape
T0601,2026-07-06,1,8,16.7,3,0,15.0,Yape
T0602,2026-07-06,1,9,12.3,3,1,2.0,Efectivo
T0603,2026-07-06,1,9,17.1,1,0,20.0,Efectivo
T0604,2026-07-06,1,10,16.6,1,0,25.0,Yape
T0605,2026-07-06,1,12,27.2,4,1,6.0,Yape
T0606,2026-07-06,1,12,34.4,4,0,41.0,Efectivo
T0607,2026-07-06,1,13,33.2,3,0,29.0,Efectivo
T0608,2026-07-06,1,13,39.1,4,0,42.0,Yape
T0609,2026-07-06,1,14,34.1,4,1,6.0,Efectivo
T0610,2026-07-06,1,15,9.0,1,0,37.0,Efectivo
T0611,2026-07-06,1,17,16.2,1,1,5.0,Plin
T0612,2026-07-06,1,17,12.4,1,1,2.0,
T0613,2026-07-06,1,20,80.1,8,0,78.0,Yape
T0614,2026-07-07,2,8,16.5,1,0,20.0,
T0615,2026-07-07,2,8,17.5,3,0,17.0,Yape
T0616,2026-07-07,2,9,12.7,3,0,21.0,Efectivo
T0617,2026-07-07,2,10,11.2,2,1,5.0,Yape
T0618,2026-07-07,2,10,8.5,1,0,21.0,Efectivo
T0619,2026-07-07,2,13,30.0,3,0,53.0,Yape
T0620,2026-07-07,2,13,28.6,2,0,44.0,Efectivo
T0621,2026-07-07,2,14,32.4,2,0,58.0,Yape
T0622,2026-07-07,2,14,33.8,4,0,44.0,Tarjeta
T0623,2026-07-07,2,15,9.5,1,0,24.0,Efectivo
T0624,2026-07-07,2,17,12.9,1,0,17.0,Efectivo
T0625,2026-07-07,2,18,10.3,1,0,26.0,Tarjeta
T0626,2026-07-07,2,18,15.8,1,0,27.0,Efectivo
T0627,2026-07-07,2,18,14.4,1,0,43.0,Efectivo
T0628,2026-07-07,2,22,12.1,9,0,51.0,Yape
T0629,2026-07-08,3,7,9.7,3,0,21.0,Yape
T0630,2026-07-08,3,7,17.1,1,1,3.0,Efectivo
T0631,2026-07-08,3,8,13.6,1,0,26.0,Efectivo
T0632,2026-07-08,3,8,20.5,1,1,2.0,Yape
T0633,2026-07-08,3,8,12.4,1,0,21.0,Efectivo
T0634,2026-07-08,3,12,31.1,2,0,28.0,Yape
T0635,2026-07-08,3,13,31.3,4,0,48.0,Plin
T0636,2026-07-08,3,13,27.6,2,0,34.0,Efectivo
T0637,2026-07-08,3,13,41.0,4,0,36.0,Tarjeta
T0638,2026-07-08,3,13,35.3,3,1,3.0,Yape
T0639,2026-07-08,3,14,38.0,4,0,16.0,Plin
T0640,2026-07-08,3,15,11.5,1,0,34.0,Yape
T0641,2026-07-08,3,15,11.0,1,1,5.0,Tarjeta
T0642,2026-07-08,3,15,9.1,1,1,5.0,Yape
T0643,2026-07-08,3,15,12.4,2,0,23.0,
T0644,2026-07-08,3,16,5.7,1,1,5.0,Plin
T0645,2026-07-08,3,18,9.4,2,0,35.0,Plin
T0646,2026-07-08,3,19,59.4,4,0,90.0,Tarjeta
T0647,2026-07-09,4,7,18.5,2,0,19.0,Efectivo
T0648,2026-07-09,4,9,13.9,3,0,27.0,Plin
T0649,2026-07-09,4,9,15.6,1,1,3.0,Yape
T0650,2026-07-09,4,10,16.4,1,0,27.0,Yape
T0651,2026-07-09,4,10,14.6,1,1,4.0,Yape
T0652,2026-07-09,4,12,20.0,4,0,46.0,Plin
T0653,2026-07-09,4,12,26.4,3,0,55.0,Yape
T0654,2026-07-09,4,12,41.3,4,0,46.0,Plin
T0655,2026-07-09,4,13,22.2,4,0,40.0,Tarjeta
T0656,2026-07-09,4,14,16.1,4,1,7.0,Efectivo
T0657,2026-07-09,4,17,15.0,1,0,42.0,Yape
T0658,2026-07-09,4,17,10.4,2,0,30.0,Efectivo
T0659,2026-07-09,4,17,13.8,2,0,43.0,Tarjeta
T0660,2026-07-09,4,17,11.4,1,0,,Efectivo
T0661,2026-07-09,4,17,8.4,2,0,39.0,Efectivo
T0662,2026-07-09,4,17,72.0,2,1,2.0,Efectivo
T0663,2026-07-09,4,18,15.6,1,0,21.0,Tarjeta
T0664,2026-07-09,4,18,11.1,2,0,40.0,Efectivo
T0665,2026-07-09,4,21,97.7,6,0,78.0,Tarjeta
T0666,2026-07-10,5,7,16.2,1,1,2.0,Yape
T0667,2026-07-10,5,7,16.0,2,0,21.0,Yape
T0668,2026-07-10,5,7,14.6,2,0,23.0,Yape
T0669,2026-07-10,5,9,26.4,1,0,22.0,Efectivo
T0670,2026-07-10,5,12,380.6,28,1,63.0,Tarjeta
T0671,2026-07-10,5,13,30.9,4,0,35.0,Efectivo
T0672,2026-07-10,5,13,461.9,27,1,63.0,Tarjeta
T0673,2026-07-10,5,14,24.0,2,0,38.0,Yape
T0674,2026-07-10,5,15,17.0,2,0,37.0,Yape
T0675,2026-07-10,5,16,12.1,1,1,3.0,Efectivo
T0676,2026-07-10,5,16,8.7,2,0,23.0,Efectivo
T0677,2026-07-10,5,17,8.6,1,0,34.0,Efectivo
T0678,2026-07-10,5,17,12.3,1,1,,Efectivo
T0679,2026-07-10,5,17,9.3,2,0,20.0,Tarjeta
T0680,2026-07-10,5,17,8.8,2,0,43.0,Plin
T0681,2026-07-10,5,17,13.1,2,0,29.0,Efectivo
T0682,2026-07-10,5,17,11.9,2,0,26.0,Efectivo
T0683,2026-07-10,5,17,11.5,1,1,2.0,Yape
T0684,2026-07-10,5,20,120.5,4,0,74.0,Tarjeta
T0685,2026-07-10,5,20,50.0,8,0,40.0,Efectivo
T0686,2026-07-10,5,20,58.7,5,0,37.0,Tarjeta
T0687,2026-07-10,5,21,70.0,6,0,79.0,Efectivo
T0688,2026-07-10,5,21,77.6,6,0,43.0,Efectivo
T0689,2026-07-11,6,12,30.3,2,1,6.0,Tarjeta
T0690,2026-07-11,6,13,33.2,3,0,37.0,Yape
T0691,2026-07-11,6,13,41.1,4,0,61.0,Tarjeta
T0692,2026-07-11,6,15,8.7,2,1,7.0,Plin
T0693,2026-07-11,6,15,8.5,2,0,23.0,Efectivo
T0694,2026-07-11,6,15,13.7,1,0,28.0,Efectivo
T0695,2026-07-11,6,17,12.8,2,0,42.0,Efectivo
T0696,2026-07-11,6,17,5.0,1,0,18.0,Yape
T0697,2026-07-11,6,19,119.9,9,0,72.0,Yape
T0698,2026-07-11,6,19,92.9,7,0,86.0,Yape
T0699,2026-07-11,6,19,123.6,9,0,60.0,Tarjeta
T0700,2026-07-11,6,19,80.2,9,0,74.0,Tarjeta
T0701,2026-07-11,6,19,50.0,6,1,10.0,Efectivo
T0702,2026-07-11,6,20,98.8,5,0,64.0,Efectivo
T0703,2026-07-11,6,20,96.5,8,0,65.0,Plin
T0704,2026-07-11,6,20,78.3,4,0,75.0,Efectivo
T0705,2026-07-11,6,20,71.5,6,0,44.0,Plin
T0706,2026-07-11,6,20,76.2,7,0,79.0,Yape
T0707,2026-07-11,6,20,101.4,8,0,68.0,Tarjeta
T0708,2026-07-11,6,20,97.8,9,0,76.0,Yape
T0709,2026-07-11,6,21,92.2,8,0,99.0,Efectivo
T0710,2026-07-11,6,21,60.5,4,0,55.0,Tarjeta
T0711,2026-07-11,6,22,88.2,6,0,73.0,Tarjeta
T0712,2026-07-11,6,22,114.4,6,0,56.0,Tarjeta
T0713,2026-07-12,7,13,29.4,4,1,6.0,Efectivo
T0714,2026-07-12,7,15,10.7,2,0,26.0,Yape
T0715,2026-07-12,7,17,9.8,2,1,6.0,Efectivo
T0716,2026-07-12,7,20,74.2,8,0,78.0,Yape
T0717,2026-07-12,7,20,99.2,5,0,81.0,Tarjeta
T0718,2026-07-13,1,7,12.8,3,0,15.0,Efectivo
T0719,2026-07-13,1,7,15.3,2,0,21.0,Efectivo
T0720,2026-07-13,1,8,18.9,3,1,5.0,Yape
T0721,2026-07-13,1,9,18.0,3,0,30.0,Efectivo
T0722,2026-07-13,1,10,16.2,3,1,3.0,Yape
T0723,2026-07-13,1,12,29.2,3,0,36.0,Efectivo
T0724,2026-07-13,1,12,35.4,3,1,3.0,Efectivo
T0725,2026-07-13,1,12,519.5,27,0,66.0,Yape
T0726,2026-07-13,1,13,37.5,4,1,7.0,Efectivo
T0727,2026-07-13,1,13,45.5,4,0,41.0,Tarjeta
T0728,2026-07-13,1,13,28.2,2,0,42.0,Efectivo
T0729,2026-07-13,1,13,26.8,4,0,51.0,Tarjeta
T0730,2026-07-13,1,14,31.5,2,0,32.0,Plin
T0731,2026-07-13,1,15,9.1,2,0,16.0,Efectivo
T0732,2026-07-13,1,17,10.0,2,0,29.0,Efectivo
T0733,2026-07-13,1,18,13.8,1,0,39.0,Yape
T0734,2026-07-13,1,18,14.4,1,0,18.0,Efectivo
T0735,2026-07-13,1,18,10.1,2,1,2.0,Yape
T0736,2026-07-13,1,20,78.8,7,0,48.0,Plin
T0737,2026-07-13,1,22,118.0,6,0,59.0,Tarjeta
T0738,2026-07-14,2,8,8.0,3,0,28.0,Plin
T0739,2026-07-14,2,8,18.8,3,0,24.0,Efectivo
T0740,2026-07-14,2,9,19.7,2,0,14.0,Yape
T0741,2026-07-14,2,12,26.7,2,1,7.0,Yape
T0742,2026-07-14,2,12,32.7,3,0,11.0,
T0743,2026-07-14,2,13,42.6,4,1,11.0,Efectivo
T0744,2026-07-14,2,13,340.0,18,0,100.0,Tarjeta
T0745,2026-07-14,2,14,33.5,2,0,32.0,Efectivo
T0746,2026-07-14,2,14,31.2,3,1,6.0,Yape
T0747,2026-07-14,2,17,9.9,2,0,21.0,Tarjeta
T0748,2026-07-14,2,17,8.5,1,1,3.0,Efectivo
T0749,2026-07-14,2,17,5.3,2,0,34.0,Efectivo
T0750,2026-07-14,2,18,7.0,1,1,4.0,Efectivo
T0751,2026-07-15,3,8,20.5,2,0,25.0,Efectivo
T0752,2026-07-15,3,8,16.6,2,0,26.0,Yape
T0753,2026-07-15,3,9,11.9,2,1,5.0,Yape
T0754,2026-07-15,3,9,20.9,1,0,,Plin
T0755,2026-07-15,3,10,19.8,1,0,34.0,Tarjeta
T0756,2026-07-15,3,10,13.3,1,1,4.0,Yape
T0757,2026-07-15,3,12,38.3,3,0,33.0,Tarjeta
T0758,2026-07-15,3,12,38.6,2,0,35.0,Tarjeta
T0759,2026-07-15,3,13,34.2,2,0,61.0,Plin
T0760,2026-07-15,3,13,38.3,3,0,28.0,Efectivo
T0761,2026-07-15,3,14,38.3,3,0,31.0,Tarjeta
T0762,2026-07-15,3,16,14.6,1,0,36.0,Plin
T0763,2026-07-15,3,17,21.1,2,1,5.0,Efectivo
T0764,2026-07-15,3,19,119.7,7,0,50.0,Plin
T0765,2026-07-16,4,8,22.1,1,1,6.0,Yape
T0766,2026-07-16,4,8,16.2,3,0,20.0,Yape
T0767,2026-07-16,4,9,18.7,3,0,20.0,Plin
T0768,2026-07-16,4,12,37.5,4,1,6.0,Yape
T0769,2026-07-16,4,13,38.8,3,0,38.0,Efectivo
T0770,2026-07-16,4,13,26.1,3,1,3.0,Efectivo
T0771,2026-07-16,4,14,34.0,3,1,5.0,Efectivo
T0772,2026-07-16,4,15,15.1,1,0,45.0,Plin
T0773,2026-07-16,4,15,10.7,1,0,16.0,Efectivo
T0774,2026-07-16,4,17,8.5,2,1,6.0,Yape
T0775,2026-07-16,4,18,6.9,1,1,2.0,Tarjeta
T0776,2026-07-16,4,18,16.9,1,1,,Tarjeta
T0777,2026-07-17,5,7,15.8,1,0,17.0,Yape
T0778,2026-07-17,5,8,17.9,2,1,4.0,Efectivo
T0779,2026-07-17,5,8,27.7,4,0,69.0,Efectivo
T0780,2026-07-17,5,9,14.9,1,0,14.0,Plin
T0781,2026-07-17,5,9,9.8,2,1,4.0,Yape
T0782,2026-07-17,5,10,12.0,1,0,30.0,Plin
T0783,2026-07-17,5,10,8.7,2,0,11.0,Efectivo
T0784,2026-07-17,5,10,20.1,1,1,2.0,Efectivo
T0785,2026-07-17,5,10,23.1,3,1,6.0,Efectivo
T0786,2026-07-17,5,12,32.3,4,1,8.0,Tarjeta
T0787,2026-07-17,5,13,30.2,4,0,42.0,Yape
T0788,2026-07-17,5,13,38.4,4,0,47.0,Efectivo
T0789,2026-07-17,5,14,39.8,4,0,44.0,Yape
T0790,2026-07-17,5,14,30.9,4,1,5.0,Yape
T0791,2026-07-17,5,16,8.0,1,0,29.0,Efectivo
T0792,2026-07-17,5,16,14.3,1,1,4.0,Plin
T0793,2026-07-17,5,16,8.6,1,0,33.0,Efectivo
T0794,2026-07-17,5,16,40.9,3,0,23.0,Efectivo
T0795,2026-07-17,5,18,13.9,1,1,5.0,Efectivo
T0796,2026-07-17,5,19,130.0,8,0,58.0,Tarjeta
T0797,2026-07-17,5,20,65.5,7,0,121.0,Efectivo
T0798,2026-07-17,5,21,90.3,7,0,,Efectivo
T0799,2026-07-17,5,21,79.0,9,0,42.0,Yape
T0800,2026-07-17,5,21,90.0,9,0,82.0,Efectivo
T0801,2026-07-17,5,22,99.0,6,0,70.0,Efectivo
T0802,2026-07-17,5,22,78.9,7,0,76.0,Yape
T0803,2026-07-18,6,15,13.4,2,0,40.0,Yape
T0804,2026-07-18,6,16,0.0,1,1,2.0,Plin
T0805,2026-07-18,6,17,10.8,1,0,21.0,Efectivo
T0806,2026-07-18,6,17,11.1,2,0,17.0,Efectivo
T0807,2026-07-18,6,18,11.5,2,0,18.0,Efectivo
T0808,2026-07-18,6,19,50.1,5,0,58.0,Efectivo
T0809,2026-07-18,6,19,116.9,9,0,51.0,Tarjeta
T0810,2026-07-18,6,20,112.1,8,0,102.0,Tarjeta
T0811,2026-07-18,6,21,113.9,4,1,10.0,
T0812,2026-07-18,6,21,81.7,8,0,57.0,Yape
T0813,2026-07-18,6,21,71.6,9,1,,Tarjeta
T0814,2026-07-18,6,22,122.6,7,0,61.0,Plin
T0815,2026-07-18,6,22,74.6,9,0,41.0,Yape
T0816,2026-07-18,6,22,101.9,6,0,83.0,Yape
T0817,2026-07-18,6,22,75.5,4,0,60.0,Efectivo
T0818,2026-07-18,6,22,96.0,7,1,7.0,Tarjeta
T0819,2026-07-18,6,22,57.7,5,0,82.0,Efectivo
T0820,2026-07-19,7,15,13.6,1,0,33.0,Tarjeta
T0821,2026-07-19,7,17,10.8,2,0,13.0,Tarjeta
T0822,2026-07-19,7,17,15.7,1,0,17.0,Efectivo
T0823,2026-07-19,7,17,10.0,2,0,49.0,Efectivo
T0824,2026-07-19,7,18,15.8,2,0,34.0,Yape
T0825,2026-07-19,7,19,62.1,4,1,5.0,Yape
T0826,2026-07-19,7,20,91.9,4,0,94.0,Yape
T0827,2026-07-19,7,20,67.3,5,0,72.0,Tarjeta
T0828,2026-07-19,7,20,69.5,7,0,65.0,Efectivo
T0829,2026-07-19,7,21,92.7,7,0,78.0,Yape
T0830,2026-07-20,1,7,12.7,2,1,4.0,Efectivo
T0831,2026-07-20,1,8,11.7,3,0,18.0,Efectivo
T0832,2026-07-20,1,8,16.6,1,0,15.0,Plin
T0833,2026-07-20,1,8,18.8,3,0,18.0,Yape
T0834,2026-07-20,1,9,17.8,3,0,18.0,Yape
T0835,2026-07-20,1,9,20.2,2,1,7.0,Efectivo
T0836,2026-07-20,1,9,13.5,1,0,18.0,Efectivo
T0837,2026-07-20,1,9,13.3,1,1,,Efectivo
T0838,2026-07-20,1,10,16.0,1,1,2.0,Yape
T0839,2026-07-20,1,12,33.5,4,0,42.0,Efectivo
T0840,2026-07-20,1,13,34.1,4,0,35.0,Efectivo
T0841,2026-07-20,1,14,21.5,4,0,40.0,Yape
T0842,2026-07-20,1,14,32.0,2,1,3.0,Efectivo
T0843,2026-07-20,1,18,8.1,2,0,43.0,Plin
T0844,2026-07-21,2,8,17.6,1,0,27.0,Efectivo
T0845,2026-07-21,2,8,8.9,2,0,24.0,Plin
T0846,2026-07-21,2,8,20.0,2,0,18.0,Efectivo
T0847,2026-07-21,2,9,17.4,1,0,22.0,Tarjeta
T0848,2026-07-21,2,9,15.0,1,0,19.0,Tarjeta
T0849,2026-07-21,2,9,21.1,2,0,16.0,Yape
T0850,2026-07-21,2,9,15.6,1,0,18.0,Efectivo
T0851,2026-07-21,2,10,14.7,1,0,15.0,Efectivo
